"Date 
Issued",Project ID,Cooperative/ Aggregate ID,"Project 
Name",Project Developer,Project Owner,Project Type,Protocol Version,ARB Eligible,CORSIA Eligible,Vintage,"Issuance 
Year",Total Offset Credits Issued,Offset Credits Currently in Reserve Buffer Pool,Offset Credits Intended for ARB Buffer Pool,Offset Credits Converted to VCUs,Canceled for ARB Compliance,Canceled,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),Verification Body,Project Website
1/9/18,CAR1027,,"Rentech Nitrogen, LLC - Nitric Acid Plant 2","East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC",Nitric Acid N2O- Secondary Catalyst,Version 2.0,No,No,2017,2018,123866,,,,,,"Joe Davies County, East Dubuque, Illinois",ILLINOIS,US,,"Ruby Canyon Environmental, Inc.",
1/9/18,CAR1027,,"Rentech Nitrogen, LLC - Nitric Acid Plant 2","East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC",Nitric Acid N2O- Secondary Catalyst,Version 2.0,No,No,2016,2018,18764,,,,,,"Joe Davies County, East Dubuque, Illinois",ILLINOIS,US,,"Ruby Canyon Environmental, Inc.",
1/9/17,CAR1027,,"Rentech Nitrogen, LLC - Nitric Acid Plant 2","East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC",Nitric Acid N2O- Secondary Catalyst,Version 2.0,No,No,2016,2017,130980,,,,,,"Joe Davies County, East Dubuque, Illinois",ILLINOIS,US,,"Ruby Canyon Environmental, Inc.",
1/9/17,CAR1027,,"Rentech Nitrogen, LLC - Nitric Acid Plant 2","East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC",Nitric Acid N2O- Secondary Catalyst,Version 2.0,No,No,2015,2017,23032,,,,,,"Joe Davies County, East Dubuque, Illinois",ILLINOIS,US,,"Ruby Canyon Environmental, Inc.",
3/9/16,CAR1027,,"Rentech Nitrogen, LLC - Nitric Acid Plant 2","East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC",Nitric Acid N2O- Secondary Catalyst,Version 2.0,No,No,2015,2016,117814,,,,,,"Joe Davies County, East Dubuque, Illinois",ILLINOIS,US,,"Ruby Canyon Environmental, Inc.",
7/13/15,CAR1027,,"Rentech Nitrogen, LLC - Nitric Acid Plant 2","East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC",Nitric Acid N2O- Secondary Catalyst,Version 2.0,No,No,2014,2015,127456,,,,,,"Joe Davies County, East Dubuque, Illinois",ILLINOIS,US,,"Ruby Canyon Environmental, Inc.",
7/13/15,CAR1027,,"Rentech Nitrogen, LLC - Nitric Acid Plant 2","East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC",Nitric Acid N2O- Secondary Catalyst,Version 2.0,No,No,2013,2015,1851,,,,,,"Joe Davies County, East Dubuque, Illinois",ILLINOIS,US,,"Ruby Canyon Environmental, Inc.",
12/5/14,CAR1029,,ECC ODS Destruction 11-2013,Environmental Credit Corp.,21st Century Fox,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depeleting Substances Projects, October 20, 2011",Yes,No,2013,2014,113438,,,,113438,,"El Dorado, AR",ARKANSAS,US,,"SES, Inc.",www.envcc.com
4/14/21,CAR1032,,Virginia Highlands I,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Yes,No,2020,2021,30277,,,,30277,,"Russell, Buchanan and Dickenson Counties; southwestern Virginia",VIRGINIA,US,,"Aster Global Environmental Solutions, Inc.",
9/2/20,CAR1032,,Virginia Highlands I,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Yes,No,2019,2020,109706,,,,109706,,"Russell, Buchanan and Dickenson Counties; southwestern Virginia",VIRGINIA,US,,"Aster Global Environmental Solutions, Inc.",
9/2/20,CAR1032,,Virginia Highlands I,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Yes,No,2017,2020,5213,,,,5213,,"Russell, Buchanan and Dickenson Counties; southwestern Virginia",VIRGINIA,US,,"Aster Global Environmental Solutions, Inc.",
9/2/20,CAR1032,,Virginia Highlands I,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Yes,No,2015,2020,7794,,,,7794,,"Russell, Buchanan and Dickenson Counties; southwestern Virginia",VIRGINIA,US,,"Aster Global Environmental Solutions, Inc.",
9/2/20,CAR1032,,Virginia Highlands I,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Yes,No,2014,2020,2223,,,,2223,,"Russell, Buchanan and Dickenson Counties; southwestern Virginia",VIRGINIA,US,,"Aster Global Environmental Solutions, Inc.",
1/24/15,CAR1032,,Virginia Highlands I,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Yes,No,2013,2015,193277,,,,193277,,"Russell, Buchanan and Dickenson Counties; southwestern Virginia",VIRGINIA,US,,"Environmental Services, Inc.",
7/22/20,CAR1033,,Sunny Knoll Farms Anaerobic Digester,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2018,2020,5294,,,,5186,108,"Near Rochester, NY",NEW YORK,US,,"SES, Inc.",
3/21/18,CAR1033,,Sunny Knoll Farms Anaerobic Digester,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2018,5735,,,,5735,,"Near Rochester, NY",NEW YORK,US,,"Agri-Waste Technology, Inc.",
3/21/18,CAR1033,,Sunny Knoll Farms Anaerobic Digester,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2016,2018,4942,,,,4942,,"Near Rochester, NY",NEW YORK,US,,"Agri-Waste Technology, Inc.",
1/12/16,CAR1033,,Sunny Knoll Farms Anaerobic Digester,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2015,2016,4727,,,,4727,,"Near Rochester, NY",NEW YORK,US,,"Analytical Environmental Services, Inc.",
5/8/15,CAR1033,,Sunny Knoll Farms Anaerobic Digester,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2014,2015,5384,,,,5384,,"Near Rochester, NY",NEW YORK,US,,"SES, Inc.",
7/31/14,CAR1033,,Sunny Knoll Farms Anaerobic Digester,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2013,2014,5005,,,,5005,,"Near Rochester, NY",NEW YORK,US,,"Agri-Waste Technology, Inc.",
8/26/21,CAR1035,,Scenic View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2021,2021,18322,,,,18322,,Fennville,MICHIGAN,US,,"SES, Inc.",
10/5/20,CAR1035,,Scenic View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2020,2020,20248,,,,20248,,Fennville,MICHIGAN,US,,"Agri-Waste Technology, Inc.",
8/23/19,CAR1035,,Scenic View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2019,2019,18657,,,,18657,,Fennville,MICHIGAN,US,,"SES, Inc.",
4/26/19,CAR1035,,Scenic View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2018,2019,237,,,,237,,Fennville,MICHIGAN,US,,"Agri-Waste Technology, Inc.",
1/14/19,CAR1035,,Scenic View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2018,2019,15460,,,,15460,,Fennville,MICHIGAN,US,,"Agri-Waste Technology, Inc.",
5/2/17,CAR1035,,Scenic View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2017,20421,,,,20421,,Fennville,MICHIGAN,US,,"Analytical Environmental Services, Inc.",
6/20/16,CAR1035,,Scenic View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2016,2016,18328,,,,18328,,Fennville,MICHIGAN,US,,"First Environment of California, Inc.",
10/8/15,CAR1035,,Scenic View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2015,2015,18359,,,,18359,,Fennville,MICHIGAN,US,,"Ruby Canyon Environmental, Inc.",
10/5/21,CAR1036,,Brook View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2021,2021,16737,,,,,,Freeport,MICHIGAN,US,,"SES, Inc.",
1/6/21,CAR1036,,Brook View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2020,2021,18005,,,,18005,,Freeport,MICHIGAN,US,,"Agri-Waste Technology, Inc.",
9/30/19,CAR1036,,Brook View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2019,2019,16411,,,,16411,,Freeport,MICHIGAN,US,,"SES, Inc.",
5/23/18,CAR1036,,Brook View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2018,2018,16761,,,,16761,,Freeport,MICHIGAN,US,,"Agri-Waste Technology, Inc.",
5/2/17,CAR1036,,Brook View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2017,17178,,,,17178,,Freeport,MICHIGAN,US,,"Analytical Environmental Services, Inc.",
5/31/16,CAR1036,,Brook View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2016,2016,17237,,,,17237,,Freeport,MICHIGAN,US,,"First Environment of California, Inc.",
6/18/15,CAR1036,,Brook View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2015,2015,14773,,,,14773,,Freeport,MICHIGAN,US,,"SES, Inc.",
8/25/14,CAR1036,,Brook View Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2014,2014,12988,,,,12988,,Freeport,MICHIGAN,US,,"Ruby Canyon Environmental, Inc.",
1/12/18,CAR1041,,Sacramento Canyon ARB001,Sierra Pacific Industries,Sierra Pacific Industries,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Yes,No,2017,2018,83571,,16080,,,,Shasta County,CALIFORNIA,US,,SCS Global Services,
1/6/17,CAR1041,,Sacramento Canyon ARB001,Sierra Pacific Industries,Sierra Pacific Industries,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Yes,No,2016,2017,62595,,12043,,,,Shasta County,CALIFORNIA,US,,SCS Global Services,
2/16/16,CAR1041,,Sacramento Canyon ARB001,Sierra Pacific Industries,Sierra Pacific Industries,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Yes,No,2015,2016,673468,,,,662284,11184,Shasta County,CALIFORNIA,US,,SCS Global Services,
4/30/15,CAR1046,,Trinity Timberlands University Hill Improved Forest Management Project,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, October 20, 2011",Yes,No,2014,2015,847895,,,,847895,,Trinity County,CALIFORNIA,US,,SCS Global Services,www.forestcarbonpartners.com
12/15/14,CAR1047,,DPC Domestic ODS Destruction Project #17,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depeleting Substances Projects, October 20, 2011",Yes,No,2014,2014,30587,,,,30587,,El Dorado,ARKANSAS,US,,"Ruby Canyon Environmental, Inc.",www.divpc.com
11/15/18,CAR1049,,Pagel's Ponderosa Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2018,2648,,,,2648,,"Kewaunee, Wisconsin",WISCONSIN,US,,"Ruby Canyon Environmental, Inc.",http://pagelsponderosa.com/
7/20/17,CAR1049,,Pagel's Ponderosa Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2016,2017,22699,,,,22699,,"Kewaunee, Wisconsin",WISCONSIN,US,,"First Environment of California, Inc.",http://pagelsponderosa.com/
7/27/16,CAR1049,,Pagel's Ponderosa Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2015,2016,22208,,,,22208,,"Kewaunee, Wisconsin",WISCONSIN,US,,"Agri-Waste Technology, Inc.",http://pagelsponderosa.com/
10/16/15,CAR1049,,Pagel's Ponderosa Dairy Methane Reduction Project,"3Degrees Group, Inc","3Degrees Group, Inc",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2014,2015,22651,,,,22554,97,"Kewaunee, Wisconsin",WISCONSIN,US,,SCS Global Services,http://pagelsponderosa.com/
10/2/20,CAR1050,,Lawton GCCS,City of Lawton,City of Lawton,Landfill Gas Capture/Combustion,Version 4.0,No,No,2019,2020,31435,,,,,,"City of Lawton, Comanche County",OKLAHOMA,US,,"Ruby Canyon Environmental, Inc.",
1/24/20,CAR1050,,Lawton GCCS,City of Lawton,City of Lawton,Landfill Gas Capture/Combustion,Version 4.0,No,No,2018,2020,22425,,,,,,"City of Lawton, Comanche County",OKLAHOMA,US,,SCS Global Services,
9/24/18,CAR1050,,Lawton GCCS,City of Lawton,City of Lawton,Landfill Gas Capture/Combustion,Version 4.0,No,No,2017,2018,45140,,,,,,"City of Lawton, Comanche County",OKLAHOMA,US,,SCS Global Services,
12/21/17,CAR1050,,Lawton GCCS,City of Lawton,City of Lawton,Landfill Gas Capture/Combustion,Version 4.0,No,No,2016,2017,23124,,,,,,"City of Lawton, Comanche County",OKLAHOMA,US,,SCS Global Services,
8/30/16,CAR1050,,Lawton GCCS,City of Lawton,City of Lawton,Landfill Gas Capture/Combustion,Version 4.0,No,No,2015,2016,50298,,,,,,"City of Lawton, Comanche County",OKLAHOMA,US,,SCS Global Services,
9/25/15,CAR1050,,Lawton GCCS,City of Lawton,City of Lawton,Landfill Gas Capture/Combustion,Version 4.0,No,No,2014,2015,30179,,,,,,"City of Lawton, Comanche County",OKLAHOMA,US,,SCS Global Services,
9/25/15,CAR1050,,Lawton GCCS,City of Lawton,City of Lawton,Landfill Gas Capture/Combustion,Version 4.0,No,No,2013,2015,11802,,,,,,"City of Lawton, Comanche County",OKLAHOMA,US,,SCS Global Services,
12/10/14,CAR1051,,A-GAS RemTec 2013-4,Reclamation Technologies Inc.,Reclamation Technologies Inc.,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depeleting Substances Projects, October 20, 2011",Yes,No,2014,2014,191960,,,,191960,,Bowling Green Ohio,OHIO,US,,"Ruby Canyon Environmental, Inc.",www.remtec.net
2/11/20,CAR1055,,T&M Bos Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2018,2020,10392,,,,10392,,"Fair Oaks, Indiana",INDIANA,US,,"SES, Inc.",
12/14/18,CAR1055,,T&M Bos Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2017,2018,14687,,,,14687,,"Fair Oaks, Indiana",INDIANA,US,,"Agri-Waste Technology, Inc.",
12/21/17,CAR1055,,T&M Bos Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2016,2017,14087,,,,9230,,"Fair Oaks, Indiana",INDIANA,US,,"SES, Inc.",
12/29/16,CAR1055,,T&M Bos Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2015,2016,11795,,,,11739,56,"Fair Oaks, Indiana",INDIANA,US,,"Agri-Waste Technology, Inc.",
2/10/16,CAR1055,,T&M Bos Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2014,2016,4377,,,,4377,,"Fair Oaks, Indiana",INDIANA,US,,"Agri-Waste Technology, Inc.",
1/14/15,CAR1055,,T&M Bos Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2013,2015,10993,,,,10993,,"Fair Oaks, Indiana",INDIANA,US,,"Ruby Canyon Environmental, Inc.",
12/21/18,CAR1056,,T&M Herrema Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2018,2018,6045,,,,6045,,"Fair Oaks, Indiana",INDIANA,US,,"Agri-Waste Technology, Inc.",
1/12/18,CAR1056,,T&M Herrema Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2017,2018,15018,,,,14483,,"Fair Oaks, Indiana",INDIANA,US,,"SES, Inc.",
1/6/17,CAR1056,,T&M Herrema Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2016,2017,16008,,,,16008,,"Fair Oaks, Indiana",INDIANA,US,,"Agri-Waste Technology, Inc.",
2/10/16,CAR1056,,T&M Herrema Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2015,2016,12450,,,,12450,,"Fair Oaks, Indiana",INDIANA,US,,"Agri-Waste Technology, Inc.",
1/21/15,CAR1056,,T&M Herrema Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2014,2015,15242,,,,15242,,"Fair Oaks, Indiana",INDIANA,US,,"Ruby Canyon Environmental, Inc.",
11/13/20,CAR1057,,T&M Hidden View Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2019,2020,10513,,,,10513,,"Rensselaer, Indiana",INDIANA,US,,"Agri-Waste Technology, Inc.",
12/19/19,CAR1057,,T&M Hidden View Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2018,2019,7463,,,,7463,,"Rensselaer, Indiana",INDIANA,US,,"SES, Inc.",
12/20/18,CAR1057,,T&M Hidden View Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2017,2018,7879,,,,7879,,"Rensselaer, Indiana",INDIANA,US,,"Agri-Waste Technology, Inc.",
12/22/17,CAR1057,,T&M Hidden View Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2016,2017,4052,,,,3944,,"Rensselaer, Indiana",INDIANA,US,,"SES, Inc.",
12/7/16,CAR1057,,T&M Hidden View Dairy,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, October 20, 2011",Yes,No,2015,2016,13032,,,,13032,,"Rensselaer, Indiana",INDIANA,US,,"Agri-Waste Technology, Inc.",
